class,cost,ctmi,crv_arc,crv_plane,crv_pro,diss_10,diss_20,diss_25,diss_5,diss_a,rough_10,rough_20,rough_25,rough_5,rough_a,slp_d,sp_10,sp_20,sp_25,sp_5,sp_a,dem_m
not,183.5829926,6.8924298,0.0416697,0.0435656,0.0018959,0.640616,0.665254,0.662904,0.551983,0.630189,1.28371,1.64239,2.0048399,1.06269,1.49841,3.4865301,0.0700684,-0.32782,-0.0608521,0.0229492,-0.0739136,667.309021
not,3690.23999,5.7696199,-0.460024,-0.313196,0.146829,0.512541,0.589711,0.620873,0.41709,0.535054,3.04071,4.4977999,5.0476799,2.5071199,3.77333,20.531601,-4.95502,-0.243408,2.8590701,-3.1588099,-1.37454,850.4260254
not,2153.830078,7.8512301,-0.501392,-0.537685,-0.036292,0.51527,0.374046,0.361307,0.496669,0.436823,3.2170899,4.5023098,5.0153799,2.2349999,3.74245,11.8711004,-0.984985,-5.7758799,-9.4936504,-0.487427,-4.1854901,1028.630005
not,5944.220215,5.1148801,0.501769,0.237622,-0.264147,0.582962,0.707137,0.749757,0.560739,0.650149,4.1679201,5.5799198,6.1098199,2.98857,4.7115598,19.8192997,4.0750098,15.6636,23.5697994,1.27692,11.1463003,983.6229858
not,4732.109863,3.6866601,3.3029101,1.98476,-1.31815,0.548736,0.664061,0.690528,0.520144,0.605867,4.8038902,5.9074101,6.1688099,3.9488299,5.2072401,36.9309998,5.2988901,17.6068993,22.4137993,1.47089,11.6976004,671.1019897
not,1816.069946,4.7500801,3.0522101,0.93292,-2.1192901,0.666161,0.582804,0.588235,0.718433,0.638908,3.2746,4.5245099,4.7898998,2.4403601,3.75734,14.5489998,8.46173,5.9394498,3.99774,4.8859901,5.8212299,703.0040283
not,4290.450195,8.3145399,0.125386,0.0399109,-0.0854749,0.526854,0.557272,0.562585,0.518588,0.541325,3.01545,4.3833199,4.95578,2.1517401,3.62657,11.2214003,0.25824,1.39124,2.4953599,0.100769,1.0614001,837.4890137
not,4672.140137,8.0971298,-2.5086999,-2.19542,0.313276,0.592889,0.786878,0.830182,0.500949,0.677724,2.91447,4.4351902,4.9496398,2.21369,3.6282499,11.3601999,1.64185,16.6970997,24.8299999,-1.27899,10.4724998,662.973999
not,3606.77002,5.4949799,0.794286,0.870246,0.0759602,0.574725,0.680578,0.663014,0.576708,0.623757,3.8133099,5.1981702,5.7134299,2.5802801,4.3263001,13.8441,8.9179096,21.5676003,24.8603001,2.82971,14.5438995,542.7470093
not,6805.060059,6.0783,0.334412,0.0732393,-0.261173,0.568693,0.701217,0.723409,0.500379,0.623425,4.7087002,6.16745,6.74406,3.3547101,5.2437301,25.7031994,-0.333984,9.1454496,16.9228001,-0.308594,6.35641,990.9390259
not,4074.25,6.7754402,-0.334563,-0.0931546,0.241408,0.592654,0.88303,0.919472,0.405632,0.700197,2.2395501,3.64294,4.4201298,1.73601,3.00966,7.7996402,1.69287,12.5661001,18.7175007,-0.183594,8.1982298,1025.959961
not,2248.409912,7.5646801,-0.167206,-0.168835,-0.0016292,0.386538,0.324798,0.309394,0.432836,0.363391,3.5929401,5.0176101,5.7114501,2.78844,4.2776098,22.0175991,-7.4588599,-15.9849005,-19.0844994,-2.54919,-11.2693996,792.6489868
not,3119.439941,4.0431399,0.125084,0.498115,0.373031,0.569109,0.607775,0.605928,0.513805,0.574154,4.3646102,5.44484,5.5976801,3.2529299,4.66502,27.7565002,2.04407,8.6832304,11.8340998,0.345337,5.7266798,1068.319946
not,4001.340088,6.0830102,0.585259,0.585335,0.0000754,0.70882,0.72974,0.758238,0.619811,0.704152,3.3933799,4.5366101,4.9765401,2.6393299,3.8864701,15.3099003,3.4564199,11.1963997,15.9771996,1.20709,7.95929,755.9379883
not,4984,6.7108698,0.251073,0.308361,0.0572882,0.597396,0.707276,0.73623,0.529752,0.642663,4.0064001,4.5693598,4.6164699,3.08113,4.0683398,23.6695995,0.554749,4.87854,7.5382099,0.240479,3.30299,943.8300171
not,2571.120117,6.31212,-0.376157,-0.26353,0.112627,0.493607,0.485874,0.491563,0.481544,0.488147,4.4906301,5.8481302,6.0845399,3.2235,4.9116998,23.5284004,1.52563,0.97467,-0.377441,0.083252,0.551529,737.9210205
not,189.6699982,6.0906,1.50493,0.239054,-1.26588,0.53866,0.430731,0.481887,0.613631,0.516227,2.1451099,3.4149699,3.8159499,1.69692,2.76824,11.5171003,-1.70654,-4.1943998,-4.60675,0.0308838,-2.6192,895.6380005
not,4322.689941,7.2177901,0.459798,0.368781,-0.0910168,0.688,0.817773,0.846342,0.571425,0.730885,2.34462,3.94188,4.4775901,1.51902,3.07078,5.0296898,3.10571,10.5965996,14.9819002,1.05029,7.43362,1138.969971
not,333.8729858,6.3014398,-0.0418957,0.0436435,0.0855392,0.369357,0.378158,0.367815,0.349527,0.366214,2.5616801,2.8900599,2.9427199,2.4735501,2.717,18.2660007,-2.96912,-4.3485098,-4.9044199,-1.1234699,-3.33638,670.9660034
not,3931.949951,4.4092302,2.7174201,2.1099899,-0.607435,0.51413,0.537984,0.562006,0.524696,0.534704,3.8833001,5.1270099,5.40095,2.79617,4.3018599,20.0487995,-0.779724,-5.0746498,-7.2091098,0.461548,-3.15048,919.4119873
not,6576.850098,5.1670899,1.21257,0.0440415,-1.16852,0.940171,0.965327,0.971232,0.87077,0.936875,3.53861,4.4781199,4.8863201,2.5132301,3.8540699,18.8843002,15.3962002,30.3614998,34.7891006,5.1276898,21.4186001,706.4589844
not,3402.439941,5.527,-0.961492,-1.25466,-0.293166,0.580695,0.699384,0.718664,0.540339,0.63477,3.9923301,4.9920702,5.27739,2.9865799,4.3120899,25.5174999,3.19067,12.8188,17.7229996,1.0181299,8.6876698,865.8010254
not,800.9290161,6.62361,0.208951,0.103869,-0.105082,0.450526,0.536937,0.54493,0.556154,0.522137,3.2925799,4.3424301,4.7353702,2.4646201,3.70875,13.4497995,2.6013801,2.1403799,0.935181,0.961609,1.65964,696.5360107
not,6989.77002,6.9429402,0.0001507,-0.0103877,-0.0105384,0.478261,0.467521,0.476827,0.504561,0.481793,4.10638,5.93115,6.6258998,2.9319601,4.89885,20.6322002,-0.830933,-1.98798,-1.63293,-0.205688,-1.16438,560.6290283
not,1192.060059,6.3713899,0.250847,0.297485,0.046638,0.391394,0.446686,0.469465,0.450802,0.439587,2.59445,3.5346899,3.7783301,1.7958601,2.9258299,8.7481003,0.786316,-0.241577,-1.42731,0.393433,-0.122284,675.8430176
not,2369.169922,5.86588,-3.84657,-2.55162,1.29495,0.351793,0.363366,0.351598,0.327675,0.348608,3.8513701,5.06706,5.4579902,3.23803,4.4036198,27.0314007,-4.5911298,-10.0088997,-13.2223997,-3.6756001,-7.8744998,792.2769775
not,4773.879883,5.6308699,0.669051,0.59705,-0.0720009,0.824188,0.915155,0.900647,0.687163,0.831788,2.8062401,4.0725098,4.6445599,2.13761,3.41523,12.1408005,8.4227896,20.3209991,25.0214005,2.51074,14.0690002,932.6199951
not,1486.349976,7.06849,0.0002261,0.0514094,0.0511834,0.402957,0.379472,0.370147,0.451172,0.400937,3.7678499,4.9862099,5.1718702,2.6010101,4.1317301,15.6953001,-0.979431,-5.7502398,-7.7499399,-0.232849,-3.6781199,927.1339722
not,3133.899902,5.6045599,-0.501619,-0.447165,0.0544538,0.743263,0.843573,0.870194,0.667614,0.781161,3.25032,4.48453,4.8547401,2.4058101,3.7488501,18.3297997,8.2226601,21.3957996,28.0328007,2.3435099,14.9987001,875.9609985
not,410.1019897,8.5652304,1.4217401,0.283358,-1.1383801,0.221871,0.184733,0.174199,0.316702,0.224376,3.7862501,4.8896599,5.2585402,3.03701,4.2428699,30.9827995,-8.3979502,-21.6375999,-28.1348991,-2.6921999,-15.2157001,776.3259888
not,2140.23999,6.2922001,-0.0418957,0.091803,0.133699,0.51934,0.504594,0.46181,0.492484,0.494557,3.58882,4.6592102,5.0387702,2.72996,4.00419,18.4239998,-1.3546799,-6.03473,-8.3751802,-0.117065,-3.9704101,794.8850098
not,1474.77002,5.2874098,-0.376383,0.0041763,0.38056,0.462747,0.437288,0.406925,0.496103,0.450766,3.74312,4.7051501,4.9693899,2.6193199,4.0092402,16.8721008,1.00201,0.0908813,-2.1329999,0.512146,-0.131989,812.5969849
not,3416.409912,6.80479,1.83942,0.277991,-1.56143,0.50113,0.454914,0.430862,0.562599,0.487376,4.62112,6.2625999,6.5859399,3.2988501,5.1921301,26.5100994,1.8811001,-0.468201,-1.9181499,1.55408,0.262207,524.0189819
not,272.3680115,6.7396498,-3.9721799,-0.256807,3.71538,0.272727,0.256916,0.244497,0.270016,0.261039,4.1841798,5.3678699,5.7879801,3.1715701,4.6279001,26.4221992,-19.7870007,-39.2117004,-46.8656998,-8.7133799,-28.6445007,760.882019
not,60.9830017,16.7397995,-1.25416,0.43492,1.68908,0.0900819,0.126651,0.137263,0.104287,0.114571,3.0525999,4.0193,4.3320098,2.00738,3.3528199,0.269475,-10.2979002,-22.5501995,-27.2994003,-2.85938,-15.7517004,818.8619995
not,1063.430054,6.4123902,0.0003014,0.0311812,0.0308798,0.442411,0.434091,0.423379,0.481057,0.445235,3.1955299,4.1441798,4.45225,2.2843001,3.5190699,13.8291998,0.329224,-3.31689,-5.5694599,0.193604,-2.0908799,1061.819946
not,3950.810059,6.7374701,0.250998,-0.188968,-0.439966,0.54817,0.666464,0.706638,0.507024,0.607074,3.1805301,3.6846499,4.00384,2.66906,3.3845201,17.7509995,-0.879883,1.26373,4.2062998,0.379639,1.24245,656.7420044
not,347.631012,9.1607599,-0.209177,-0.303269,-0.0940913,0.432585,0.313554,0.293783,0.511435,0.387839,2.6192,3.6555901,4.1514201,2.05901,3.1213,10.5365,-2.20801,-9.1710196,-13.4327002,-0.250854,-6.2656598,1048.170044
not,5801.879883,6.6937499,0.0835654,0.167841,0.0842752,0.463405,0.457704,0.473086,0.456845,0.46276,4.7388802,6.4568601,7.0970302,3.39607,5.4222102,25.7835007,0.511536,-0.256348,-0.759338,-0.113342,-0.154373,564.3540039
not,6421.25,4.8515201,-3.6375401,-1.45039,2.18715,0.471355,0.648633,0.67441,0.472884,0.566821,5.6136198,6.9793601,7.2688098,4.0934,5.9888,35.1259003,0.615356,12.4568996,22.1233997,-0.128784,8.7667103,803.8930054
not,1489.810059,6.8310299,-0.961567,-0.417893,0.543674,0.347588,0.389348,0.369357,0.413245,0.379884,3.8196101,4.91468,5.0217099,2.5350499,4.0727601,14.5279999,-3.5339999,-5.8746901,-7.5812402,-1.1443501,-4.5335698,825.9060059
not,2678.929932,5.7593298,0.501769,0.430353,-0.0714164,0.482259,0.363396,0.317349,0.493075,0.41402,4.23594,5.5278101,6.0831399,3.1138799,4.74019,25.3134003,0.293152,-3.0023201,-6.1005201,0.178101,-2.1579001,513.0800171
not,5610.279785,4.9826298,0.418053,-0.167219,-0.585272,0.771257,0.863973,0.836839,0.628934,0.775251,4.3824701,5.4941902,5.9443898,3.5822699,4.8508301,31.6763992,9.8040199,33.2386017,44.6959,1.59045,22.3321991,760.40802
not,3651.040039,6.5163102,-0.041745,0.126808,0.168553,0.510345,0.579638,0.563838,0.466205,0.530007,4.2085299,5.3733802,5.6862402,3.1447301,4.60322,23.9284992,1.29028,12.3688002,18.7343998,0.0661011,8.1148796,526.5250244
not,1198.550049,6.2229199,0.961492,0.0948911,-0.866601,0.663932,0.632472,0.605499,0.720923,0.655707,2.67347,3.6284599,4.0571699,1.89165,3.06269,6.7866602,3.3591299,7.4611802,9.0694599,1.44287,5.3331599,1122.27002
not,2827.929932,5.78579,0.836332,0.187765,-0.648567,0.727869,0.781983,0.806417,0.666292,0.74564,3.6751499,4.5606899,4.7818799,2.8203399,3.9595101,20.2292004,5.2736802,16.4164009,21.4626007,1.92035,11.2683001,911.5209961
not,697.0880127,6.46842,-1.29606,-1.3347501,-0.0386902,0.357476,0.338964,0.34618,0.39817,0.360198,4.2106099,5.1244898,5.5157399,3.4332399,4.5710201,29.1877995,-7.3421001,-15.2706003,-20.5550003,-2.3652301,-11.3831997,749.9769897
not,261.0559998,8.44627,0.376007,0.38706,0.0110537,0.452288,0.374508,0.330703,0.489545,0.411761,3.2578101,4.6703801,5.2816601,2.21451,3.8560901,11.6462002,-0.821289,-5.3110399,-8.6418505,0.132446,-3.66043,1037.780029
not,2885.699951,4.89323,0.919672,0.681167,-0.238505,0.930135,0.962697,0.970392,0.846864,0.927522,3.23295,4.3857198,4.8998098,2.19504,3.67838,12.6757002,9.0039101,21.6625996,28.3894997,2.9409201,15.4991999,769.3150024
not,5654.759766,5.2654901,-0.292667,-0.364092,-0.0714244,0.700298,0.824928,0.817686,0.572643,0.728889,4.44101,5.5636501,6.1748099,3.6670899,4.9616399,31.7999992,3.83356,17.7040005,24.9393005,-0.425659,11.5128002,809.4470215
not,1841.109985,8.7803402,0.209027,0,-0.209027,0.530289,0.530991,0.576065,0.541598,0.544736,3.25788,4.6533899,5.0560002,2.3134201,3.8201699,13.2354002,-0.109985,-2.6757801,-3.7613499,0.384644,-1.54062,1069.640015
not,8661.580078,5.85744,0.459723,0.58022,0.120497,0.519052,0.601295,0.643875,0.48106,0.56132,4.9911299,6.1792402,6.3685198,3.6805899,5.3048701,30.9761009,2.9158299,4.40833,7.1721802,0.861267,3.8394001,797.4580078
not,3700.340088,5.9228702,-0.459874,-0.181578,0.278295,0.533955,0.450603,0.414765,0.501044,0.475092,4.9316301,6.5106001,6.94414,3.5750501,5.4903498,29.3481007,3.48248,9.9263296,10.9481001,0.0497437,6.1016698,529.6409912
not,8533.730469,6.8573499,-0.418204,-0.321481,0.0967226,0.484092,0.422821,0.413322,0.541545,0.465445,4.6003299,6.2310901,6.7932401,3.45909,5.2709398,26.7852993,-2.66803,-13.1044998,-14.7412004,0.202759,-7.5777402,814.1209717
not,4927.509766,6.6258402,0.292366,0.154212,-0.138154,0.771049,0.775177,0.801972,0.650625,0.749706,2.8580401,4.13696,4.5364699,1.91011,3.3603899,9.0389099,4.1496601,15.3684998,22.132,0.813232,10.6157999,1063.349976
not,198.1589966,7.3380699,-1.83972,-0.452413,1.38731,0.20082,0.164647,0.156092,0.251584,0.193286,2.7272501,3.67274,4.1139798,1.9750299,3.1222501,7.7764101,-5.48279,-13.9733,-17.6776009,-1.75983,-9.7233896,864.7509766
not,2234.280029,7.2387099,-0.0001507,0.0866929,0.0868436,0.362912,0.402205,0.421177,0.384706,0.39275,3.88465,5.5174398,5.7810502,2.68695,4.4675202,16.7865009,-2.75879,-6.6962299,-7.4258399,-0.716675,-4.3993802,973.0230103
not,5559.229981,5.9742699,-0.334714,0.330795,0.665509,0.411195,0.45029,0.5014,0.414332,0.444304,4.60113,5.84062,6.2803898,3.2042999,4.9816098,20.8820992,-0.243958,4.93994,8.4246798,-0.745483,3.0938001,543.2210083
not,4426.959961,6.45156,-0.62723,-0.506185,0.121045,0.445661,0.386079,0.390101,0.445063,0.416726,4.25453,5.8677101,6.4743199,3.3073699,4.9759798,27.5086994,-8.4307899,-21.1235008,-24.5366001,-1.85809,-13.9871998,860.8569946
not,852.6550293,5.6503501,0.250847,0.0708195,-0.180027,0.602169,0.564024,0.603438,0.592383,0.590504,3.0935299,3.7035501,3.8085499,2.54562,3.2878101,17.5608997,2.7177701,0.551453,1.91663,0.975037,1.54022,804.7059937
not,1502.729981,7.6087098,-1.0454299,-0.374612,0.670822,0.405392,0.276504,0.242923,0.415799,0.335154,4.14217,5.5189199,5.9029102,2.8322599,4.5990601,18.1301994,-2.5856299,-7.8938599,-11.4646997,-1.43872,-5.8457198,1019.690002
not,21.9631004,7.11939,0.125763,0.141133,0.0153703,0.134618,0.0641955,0.0604625,0.409529,0.167201,1.69242,3.6908,4.4773502,0.9456,2.70154,2.77985,-1.63721,-8.1627798,-11.9827003,-0.278015,-5.5151801,658.9099731
not,3573.729981,5.6475902,-0.543514,-0.0994323,0.444082,0.615754,0.747981,0.756278,0.587923,0.676984,2.6840501,4.10215,4.6714802,2.1277101,3.3963499,11.9453001,2.07794,11.1196003,15.6612997,0.739624,7.3996,691.6589966
not,4359.740234,5.4226699,0.376007,0.515068,0.139062,0.489423,0.580224,0.533943,0.484965,0.522139,4.5636501,6.0890398,6.4823799,3.35794,5.12325,27.9164009,0.0877686,4.07129,7.2183199,0.291809,2.9173,935.8040161
not,1634.699951,8.2190304,0.459874,-0.102884,-0.562758,0.396393,0.248727,0.216249,0.537481,0.349713,4.6997299,6.1951799,6.7491102,3.43255,5.2691398,27.3568001,-0.598083,-8.8825703,-14.4011002,0.834534,-5.7618098,787.0269775
not,3045.949951,6.7221999,1.5053101,0.633639,-0.871668,0.551606,0.389006,0.345031,0.571723,0.464341,4.9584899,6.6031098,7.0009999,3.5313301,5.5234799,26.8225994,3.10144,2.2425499,1.79169,1.88696,2.2556601,543.7290039
not,5589.310059,5.8751998,3.09373,0.0047957,-3.0889299,0.939447,0.974291,0.967779,0.929291,0.952702,2.8083701,4.3177299,4.9895902,1.88186,3.4993899,4.8156199,7.0465698,18.8565998,26.2385998,3.0814199,13.8058004,943.1530151
not,6483.580078,6.6405201,0.334714,0.0550101,-0.279704,0.50391,0.494626,0.473136,0.513923,0.496399,4.5166001,6.1875801,6.9222102,3.27578,5.2255402,25.1868,-0.0906372,1.72614,3.1533201,-0.012085,1.19418,595.6810303
not,226.2310028,8.2000704,-0.0421971,0.0955145,0.137712,0.475378,0.504443,0.479028,0.465025,0.480969,2.9735401,4.0050702,4.26825,2.1389101,3.3464401,13.4378996,-2.44226,-6.3737798,-8.1036396,-0.516846,-4.3591299,1102.219971
not,3680.800049,5.5938401,0.501694,0.282628,-0.219066,0.637029,0.712951,0.724424,0.538078,0.65312,4.6234398,5.8649602,6.3062301,3.55249,5.0867801,29.1662006,3.42273,11.3474998,17.0662003,0.900146,8.1841402,779.0689697
not,1311.229981,6.1976299,0.0839422,0.0409292,-0.043013,0.4917,0.515365,0.527948,0.506529,0.510385,3.6333699,4.7439198,5.0246801,2.6041501,4.0015302,16.9689007,-0.223877,-1.16626,-2.37817,-0.0496826,-0.954498,1098.089966
not,3234.790039,5.88205,-1.17082,-0.295691,0.875129,0.491138,0.534765,0.495803,0.45348,0.493796,4.7625499,5.9419298,6.1540599,3.4217501,5.0700698,26.6581993,-1.72888,3.4834001,4.4506798,-0.868408,1.3342,1038.689941
not,191.470993,8.2241697,-3.3868501,-2.3756101,1.01124,0.463795,0.391619,0.380261,0.460094,0.423942,4.3569198,5.6533399,5.8438401,3.0829401,4.7342601,22.3026009,-3.8753099,-5.9679599,-9.3031597,-3.34955,-5.6239901,1023.039978
not,6949.819824,6.32899,-0.167206,-0.0672836,0.0999226,0.462594,0.629193,0.678242,0.469919,0.559987,4.43367,6.0009999,6.3818302,3.26722,5.0209298,25.7169991,4.1490502,17.4267998,26.2296009,-0.0255127,11.9449997,856.690979
not,1815.119995,7.4974499,0.46025,0.207,-0.25325,0.523811,0.616013,0.625748,0.519389,0.57124,4.0804901,5.4454498,5.93332,2.9806099,4.6099701,21.7637005,0.898804,3.93835,7.0734901,0.481689,3.0980799,1108.219971
not,843.6680298,7.2406902,-2.2997401,-2.40837,-0.108628,0.569028,0.547487,0.551025,0.584483,0.563006,3.6159899,5.0861101,5.7516198,2.7804101,4.3085299,21.1604004,-3.3113999,0.340698,5.0913701,-1.59009,0.132645,876.7399902
not,6844.910156,4.9849701,-0.0418204,0.898831,0.940651,0.45353,0.5578,0.595366,0.452308,0.514751,5.0687599,6.28054,6.7599702,3.6984401,5.45193,31.6163006,-4.6291499,-0.43689,5.6572299,-1.0181299,-0.106735,831.5280151
not,915.0180054,6.0803599,3.2611599,0.726223,-2.53494,0.963609,0.687023,0.707624,0.945108,0.825841,2.3275101,3.3520899,3.68046,1.74301,2.7757699,3.9254999,8.8042603,13.6141996,15.2767,3.7395599,10.3586998,716.382019
not,6003.629883,4.7045498,-0.54359,-0.404696,0.138894,0.431269,0.505354,0.56289,0.529273,0.507196,4.73879,6.5283098,7.0598302,3.2996299,5.4066401,28.5125999,-1.88947,-1.07434,2.4433601,0.379211,-0.0353088,826.617981
not,0,12.9069996,-6.6896801,-1.8169301,4.8727498,0.211564,0.302738,0.339069,0.177266,0.257659,3.2783799,4.8052101,5.2779298,2.3750501,3.93415,13.3142996,-12.5388002,-22.6786995,-26.7022991,-6.71979,-17.1599007,826.651001
not,520.8189697,6.8928099,0.376459,0.242788,-0.13367,0.52078,0.512895,0.490438,0.521688,0.51145,3.72352,5.0585198,5.5778499,2.69593,4.2639599,18.5193005,1.73291,4.2758799,4.7869902,0.998901,2.9486699,1114.079956
not,9726.5,6.7658401,-0.167206,-0.307046,-0.13984,0.464845,0.51188,0.639746,0.54217,0.53966,2.33792,3.01232,3.3631401,1.88801,2.6503501,9.80793,-2.58795,-1.99756,1.80481,-0.617126,-0.849457,698.3309937
not,1047.219971,12.3655996,-1.08688,-1.40772,-0.320839,0.355526,0.200974,0.172208,0.459079,0.296947,3.7544701,5.1344299,5.5920501,2.7442999,4.3063102,16.6259995,-3.3098099,-12.3129997,-18.3048992,-1.12427,-8.7630196,836.2360229
not,273.7179871,5.3506999,1.0455101,0.353163,-0.692346,0.376415,0.264243,0.234946,0.497733,0.343334,3.0080199,4.2162199,4.7490501,2.35906,3.5830901,15.8910999,-5.2200899,-17.9543991,-24.5280991,-0.619141,-12.0804005,836.5739746
not,5811.569824,7.9749198,0.292592,0.135398,-0.157194,0.670398,0.820529,0.860287,0.551601,0.725704,2.2922699,3.1560099,3.6189201,1.42186,2.6222701,5.3061199,1.05774,5.0852699,8.3684702,0.439392,3.73772,975.664978
not,2248.790039,6.6108198,-0.334488,-0.172357,0.162131,0.439948,0.394461,0.410268,0.475692,0.430092,4.8670602,6.2536201,6.3874102,3.3173699,5.2063699,25.8484001,-1.75647,-13.3240004,-17.9053001,0.137939,-8.2119398,833.9329834
not,493.321991,6.6068702,0.501468,0.310514,-0.190954,0.446428,0.370716,0.333333,0.498678,0.412289,2.6363699,3.8285699,4.3266602,1.76033,3.13798,6.9328299,0.627502,-1.51898,-2.9688699,0.777649,-0.770676,699.7869873
not,418.0329895,8.3025999,-0.54374,-0.239582,0.304159,0.648091,0.743207,0.791458,0.631725,0.70362,2.1907599,2.7170601,3.06266,1.56523,2.38393,4.25278,-0.648926,0.92627,3.7390101,-0.380127,0.909058,1133.920044
not,74.702301,15.5206003,-2.8431799,-1.78622,1.05696,0.0846281,0.0779274,0.0804447,0.0999997,0.08575,3.0129001,4.2210999,4.7075901,2.10466,3.51156,2.9372201,-10.0613003,-22.7238998,-29.1655998,-4.5310102,-16.6203995,560.4589844
not,5290.109863,4.8158202,-0.710494,-0.0949834,0.615511,0.650785,0.776857,0.757614,0.585446,0.692676,3.67223,4.8964601,5.3817801,2.8175499,4.1920099,25.9213009,6.3738399,21.9542999,29.5963993,2.1131599,15.0094004,926.4569702
not,0,5.3954601,-1.17056,0.643829,1.81438,0.188889,0.135459,0.133366,0.207054,0.166192,3.8548601,4.82901,5.24541,2.8657,4.19875,15.2285004,-12.6028004,-25.2133999,-31.6958008,-4.99927,-18.6278,430.0050049
not,1737.670044,6.0265799,-0.543439,-0.536446,0.006993,0.402651,0.333852,0.320887,0.40076,0.364537,4.57477,5.32828,5.4257398,3.3068399,4.6589098,26.8798008,-1.67902,-4.4865699,-5.6565599,-0.742554,-3.14117,825.8049927
not,3854.810059,5.6064501,0.167282,-0.342499,-0.509781,0.521143,0.5,0.502167,0.512417,0.508932,5.4038601,6.7394199,6.8457098,3.85093,5.70998,33.4780006,3.61731,8.8209801,14.4692001,1.91956,7.2067599,785.5369873
not,647.8729858,7.28406,0.58541,0.536958,-0.0484516,0.268405,0.158662,0.135235,0.394427,0.239182,3.8362501,4.9948702,5.4268498,2.9721,4.3075199,23.3850002,-3.7387099,-14.2033997,-20.6555996,-0.468689,-9.7666197,904.1049805
not,6626.879883,6.2382598,2.0906401,-0.0201695,-2.11081,0.979269,0.990007,0.991618,0.983,0.985974,3.7198999,5.26719,5.7550001,2.42099,4.2907701,3.35357,12.0983,27.2742004,34.6500015,4.7355299,19.6895008,723.7979736
not,1801.030029,5.3241901,2.4252801,0.993895,-1.43139,0.974605,0.962772,0.878441,0.936512,0.938083,2.8697801,4.1431398,4.67062,1.7148,3.3495901,8.3159704,11.0857,24.7798996,30.0914001,3.9954801,17.4881001,1069.140015
not,959.5869751,4.0794802,1.7559299,0.684708,-1.07122,0.396629,0.291447,0.253372,0.576194,0.37941,3.8136599,4.8184199,5.2650099,3.1744399,4.26788,26.9071999,0.542175,-13.5749998,-20.9846992,3.0371101,-7.7451,685.2919922
not,158.2019958,7.3473902,-0.794286,-0.640677,0.153608,0.295795,0.280075,0.274104,0.319833,0.292452,3.29723,4.4567499,4.9334998,2.5455101,3.80825,21.1345997,-6.5524902,-19.0522003,-26.2322006,-2.4358499,-13.5682001,800.065979
not,4219.339844,6.2316298,-0.334412,-0.0174478,0.316965,0.462326,0.430431,0.417916,0.502964,0.453409,4.51684,5.83496,6.3934898,3.3361199,5.02035,25.2625999,-1.5954601,-5.8164101,-7.2277799,-0.48584,-3.7813699,634.7969971
not,2563.129883,6.7589598,0.919822,0.441057,-0.478765,0.572922,0.444374,0.417138,0.547169,0.495401,4.1279101,5.2678199,5.6276598,3.1064601,4.5324602,22.6730995,4.4627099,6.8029799,7.56604,2.2460301,5.2694402,976.9860229
not,2841.5,5.7749,0.125386,-0.0504838,-0.17587,0.558123,0.569577,0.594816,0.461111,0.545907,3.2883899,4.3390398,4.6223602,2.41207,3.6654699,15.6106997,-2.0169699,-2.81848,-1.4249901,-0.478333,-1.68469,867.1560059
not,3670.479981,6.2486,0.0421218,0.321712,0.279591,0.470066,0.420961,0.435412,0.489265,0.453926,4.2019,5.7719798,6.3011699,3.0617199,4.8341899,22.0953999,2.5425999,4.51086,4.1088901,1.0712301,3.0583999,1015.150024
not,5495.600098,6.1553502,-1.00376,-0.192211,0.811554,0.424201,0.416666,0.419042,0.44464,0.426137,4.3199201,5.7192302,6.2058401,3.1473501,4.8480802,24.0195999,-10.0571003,-17.4563999,-14.7061996,-3.4674101,-11.4217997,795.0200195
not,5293.279785,4.09623,2.34126,1.9557199,-0.385545,0.547297,0.53238,0.523007,0.520087,0.530693,4.5029302,6.0571599,6.6598701,3.3455601,5.1413798,26.5219002,1.8035901,9.1186504,13.8864002,0.788513,6.3992801,1008.349976
not,1896.469971,6.12889,-0.250696,-0.135508,0.115188,0.469653,0.324272,0.287175,0.511129,0.398057,4.59939,5.73561,6.1173801,3.4093499,4.9654298,27.6077995,3.3478999,-3.6903701,-10.7882004,0.326538,-2.70103,754.2449951
not,3970.26001,7.0996299,-0.250696,-0.159519,0.0911772,0.489006,0.50124,0.475068,0.49174,0.489264,4.18365,5.8674798,6.2684202,3.0186,4.8345399,21.6131992,0.572266,5.6878099,10.3458996,-0.0045776,4.1503401,814.5949707
not,388.0069885,6.1654801,0.376233,0.717537,0.341305,0.194706,0.151586,0.143221,0.265907,0.188855,3.90593,4.8617802,5.2743802,3.2416201,4.32092,34.7310982,-6.1859698,-18.6060009,-26.4200001,-2.5459001,-13.4394999,734.5679932
not,1352.880005,6.18611,-0.501769,-0.103861,0.397908,0.348647,0.389072,0.376167,0.410128,0.381004,4.6119499,5.3085799,5.5115499,3.4879501,4.73001,31.6889,-8.29529,-20.1947994,-23.6886005,-2.3142099,-13.6232004,823.4000244
not,2622.77002,6.1290798,-1.33803,-1.45543,-0.117405,0.52668,0.60579,0.606473,0.469793,0.552184,3.7363999,4.41642,4.5689998,2.91993,3.91044,21.4125004,-4.22791,0.164978,2.6954999,-2.41626,-0.945923,926.7609863
